,Team,ID,Batting_Games,At_Bats,Batting_Runs,Batting_Hits,Doubles,Triples,Batting_Home_Runs,Runs_Batted_In,Batting_Bases_On_Balls,Batting_Strike_Outs,Stolen_Bases,Caught_Stealing,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging,Pitching_Games,Pitching_Games_Started,Wins,Losses,Saves,Blown_Saves,Holds,Complete_Games,Shutouts,Innings_Pitched,Pitching_Hits,Pitching_Runs,Earned_Runs,Pitching_Home_Runs,Pitching_Bases_On_Balls,Pitching_Strikeouts,Earned_Runs_Average,Walks_Plus_Hits_Per_Inning_Pitched,Batting_Average_Against,Fielding_Games,Position,Fielding_Games_Started,Innings,Putouts,Total_Chance,Assists,Errors,Double_Plays,Fielding
0,tam,9935.0,3,3,0,2,1,0,0,0,1,0,0,0,.667,.750,1.000,1.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2B,1,8,3,7,3,1,1,.857
1,tam,8655.0,466,1573,169,333,67,4,80,245,85,484,2,3,.212,.258,.412,.670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423,P,391,3497,2835,3075,214,26,29,.992
2,tam,9895.0,41,105,22,31,5,1,9,19,6,31,4,3,.295,.351,.619,.970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,LF,24,225,63,65,1,1,1,.985
3,tam,8368.0,550,1588,222,417,99,9,37,204,234,272,15,5,.263,.361,.406,.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,C,283,2491,1978,2086,95,13,11,.994
4,tam,8921.0,491,1526,180,384,73,8,35,151,139,326,28,8,.252,.323,.379,.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,2B,373,3385,698,1638,907,33,153,.980
5,tam,7725.0,1343,4680,498,1334,251,20,99,635,381,615,38,21,.285,.338,.411,.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298,1B,1175,10665,9943,10716,706,67,866,.994
6,tam,9482.0,102,274,33,75,14,0,8,31,20,91,5,2,.274,.330,.412,.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,LF,27,242,59,61,1,1,0,.984
7,tam,7914.0,1119,4204,628,1138,261,13,205,708,481,967,45,11,.271,.348,.485,.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052,3B,1043,9189,812,2825,1919,94,240,.967
8,tam,8651.0,502,1876,289,468,92,21,48,171,198,423,93,27,.249,.327,.398,.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491,LF,462,4133,1033,1051,14,4,2,.996
9,tam,7947.0,1106,4140,561,1107,248,22,102,509,348,802,78,29,.267,.329,.412,.740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078,2B,1048,9219,1626,4624,2900,98,695,.979
10,tam,8924.0,243,639,97,166,37,3,14,58,42,123,16,5,.260,.338,.393,.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,LF,145,1370,316,320,2,2,1,.994
11,tam,9538.0,259,836,97,220,41,20,20,75,47,166,23,9,.263,.305,.432,.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262,CF,220,2014,649,680,20,11,5,.984
12,tam,7232.0,1472,5220,740,1434,288,65,99,573,510,838,66,62,.275,.349,.412,.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389,LF,1245,10942,2903,2994,67,24,11,.992
13,tam,7256.0,1101,4147,660,1098,252,47,150,518,483,952,143,47,.265,.349,.457,.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025,LF,975,8627,2390,2433,24,19,6,.992
14,tam,9410.0,5,7,1,1,0,0,1,1,0,4,0,0,.143,.143,.571,.714,32,31,8,7,0,0,0,0,0,171.0,156,79,76,27,66,169,4.00,1.30,.240,32,P,31,171,8,22,13,1,0,.955
15,tam,9766.0,68,173,23,36,9,0,10,21,16,57,0,0,.208,.289,.434,.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,C,54,482,453,481,26,2,4,.996
16,tam,8742.0,455,1388,192,368,89,1,24,172,160,319,9,5,.265,.358,.383,.740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463,LF,358,3252,784,834,39,11,19,.987
17,tam,9671.0,131,396,61,87,15,1,18,42,49,151,12,6,.220,.313,.399,.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,LF,105,930,182,193,8,3,3,.984
18,tam,8691.0,87,210,25,48,7,4,9,38,13,69,3,1,.229,.277,.429,.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,2B,45,437,56,181,118,7,23,.961
19,tam,9268.0,138,340,27,73,13,0,4,29,31,55,2,7,.215,.277,.288,.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,2B,88,839,294,499,190,15,50,.970
20,tam,10041.0,31,74,11,14,3,0,4,6,10,32,0,1,.189,.307,.392,.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1B,13,133,72,85,12,1,7,.988
21,tam,7458.0,334,913,67,193,45,2,20,92,52,251,1,0,.211,.258,.331,.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,C,272,2413,2169,2372,174,29,19,.988
22,tam,10068.0,15,35,2,6,3,0,0,2,0,8,0,0,.171,.171,.257,.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,C,9,88,76,81,5,0,1,1.000
23,tam,9115.0,174,551,56,112,26,3,16,58,55,182,9,1,.203,.275,.348,.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,2B,134,1265,237,698,441,20,96,.971
24,tam,8232.0,249,525,44,107,25,0,9,51,45,115,0,3,.204,.267,.303,.570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,C,164,1529,1269,1375,98,8,12,.994
25,tam,9922.0,13,31,3,4,0,0,1,4,6,12,0,0,.129,.289,.226,.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1B,11,87,92,95,1,2,9,.979
26,tam,9437.0,146,398,30,75,18,0,12,42,34,130,2,0,.188,.255,.324,.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,1B,88,728,445,497,45,7,41,.986
27,tam,8442.0,139,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,341,0,24,20,12,21,84,0,0,339.1,309,161,145,20,127,273,3.85,1.28,.242,341,P,0,339,19,78,55,4,1,.949
28,tam,8849.0,9,13,1,0,0,0,0,0,0,7,0,1,.000,.000,.000,.000,95,93,32,32,0,0,0,3,3,564.2,482,236,209,49,189,562,3.33,1.19,.229,95,P,93,564,22,87,56,9,6,.897
29,tam,8873.0,4,7,0,0,0,0,0,1,0,2,0,0,.000,.000,.000,.000,75,73,32,21,0,0,1,1,1,410.0,370,189,174,43,188,385,3.82,1.36,.241,75,P,73,410,19,69,47,3,4,.957
30,tam,9135.0,6,8,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,81,62,18,18,0,0,0,0,0,370.0,353,187,174,47,112,291,4.23,1.26,.249,81,P,62,370,14,58,43,1,2,.983
31,tam,9310.0,4,8,0,0,0,0,0,1,1,5,0,0,.000,.111,.000,.111,68,65,20,24,1,0,0,0,0,374.1,341,161,157,42,117,350,3.77,1.22,.239,68,P,65,374,15,42,27,0,2,1.000
32,tam,9904.0,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,25,8,3,5,2,0,0,0,0,65.2,69,32,30,8,18,49,4.11,1.32,.267,25,P,8,65,4,9,5,0,1,1.000
33,bal,9964.0,2,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,12,9,3,5,0,0,0,0,0,44.2,52,30,30,9,18,26,6.04,1.57,.291,12,P,9,44,2,5,3,0,0,1.000
34,bal,9087.0,148,416,38,95,26,3,3,41,29,76,0,1,.228,.280,.327,.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,C,84,750,584,627,37,6,6,.990
35,bal,9111.0,451,1818,252,511,103,7,68,215,128,330,30,15,.281,.330,.458,.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452,3B,451,4016,357,1382,977,48,104,.965
36,bal,8245.0,445,1115,120,241,58,2,7,84,93,178,7,5,.216,.284,.291,.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,2B,291,2845,478,1447,945,24,201,.983
37,bal,9104.0,228,774,87,184,35,0,32,85,23,203,4,0,.238,.270,.407,.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,2B,212,1901,372,1000,609,19,143,.981
38,bal,9943.0,10,29,5,8,2,0,1,3,0,3,0,0,.276,.276,.448,.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2B,7,68,16,36,19,1,6,.972
39,bal,9005.0,249,793,89,204,34,5,15,81,42,239,19,13,.257,.293,.369,.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,2B,117,1048,142,295,136,17,13,.942
40,bal,7467.0,1118,4108,473,1162,218,11,109,566,179,784,36,21,.283,.316,.421,.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873,LF,832,7262,1522,1634,71,41,18,.975
41,bal,7812.0,1242,4728,675,1316,229,27,196,659,219,973,84,32,.278,.319,.463,.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216,CF,1175,10445,3074,3207,86,47,22,.985
42,bal,8395.0,758,2711,307,699,140,4,100,371,253,566,6,2,.258,.320,.423,.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699,C,680,6044,4752,5081,295,34,56,.993
43,bal,9465.0,34,92,8,25,1,1,1,8,2,14,0,0,.272,.287,.337,.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,LF,8,76,14,15,1,0,0,1.000
44,bal,8285.0,883,3127,474,797,168,4,203,549,323,1090,15,10,.255,.330,.506,.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805,1B,750,6666,5359,5836,435,42,564,.993
45,bal,7900.0,143,282,12,33,0,0,0,11,17,98,0,0,.117,.167,.117,.284,269,265,100,94,0,0,1,8,3,1585.0,1438,766,707,137,718,1456,4.01,1.36,.242,269,P,265,1585,95,314,203,16,16,.949
46,bal,8191.0,376,1175,154,294,52,6,50,159,128,294,17,5,.250,.327,.432,.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,LF,251,2200,515,550,20,15,2,.973
47,bal,10058.0,12,29,3,7,1,0,1,1,2,8,0,0,.241,.290,.379,.670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,CF,10,81,16,17,1,0,1,1.000
48,bal,8304.0,630,1783,214,435,100,7,54,212,167,492,22,11,.244,.311,.399,.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,LF,431,3842,796,841,31,14,6,.983
49,bal,8473.0,988,3326,429,920,182,37,56,311,232,616,69,38,.277,.326,.404,.730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966,LF,812,7437,1775,1878,72,31,13,.983
50,bal,9699.0,182,566,60,126,25,1,20,77,44,141,0,1,.223,.284,.376,.660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,C,170,1505,1300,1394,87,7,8,.995
51,bal,7283.0,1373,5146,651,1324,249,13,175,616,373,844,8,8,.257,.307,.413,.720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358,SS,1325,11783,1863,5776,3814,99,825,.983
52,bal,8117.0,484,1375,173,340,83,5,53,180,143,315,13,4,.247,.325,.431,.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,LF,333,2913,1603,1779,162,14,127,.992
53,bal,9062.0,305,909,85,223,47,3,28,95,79,236,1,5,.245,.311,.396,.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,1B,232,2084,1208,1308,91,9,113,.993
54,bal,7996.0,680,2279,328,609,120,30,45,224,196,539,86,41,.267,.331,.405,.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692,LF,568,5134,1344,1387,24,19,4,.986
55,bal,8430.0,510,1829,228,450,73,20,12,132,175,432,138,38,.246,.315,.328,.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503,2B,480,4259,655,2131,1408,68,248,.968
56,bal,9144.0,355,947,110,204,36,5,32,109,73,254,4,0,.215,.282,.365,.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,1B,267,2437,519,1169,633,17,159,.985
57,bal,8663.0,312,682,89,174,26,9,13,63,34,130,16,11,.255,.295,.377,.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,LF,175,1712,407,425,14,4,1,.991
58,bal,9466.0,201,624,60,148,33,3,16,46,31,207,15,7,.237,.278,.377,.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,LF,142,1283,288,308,7,13,2,.958
59,bal,9846.0,13,27,1,4,1,0,1,1,4,13,0,0,.148,.258,.296,.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1B,6,53,52,55,2,1,6,.982
60,bal,9020.0,134,373,30,74,23,0,7,40,29,99,0,0,.198,.258,.316,.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,C,72,660,550,588,33,5,5,.992
61,bal,8411.0,8,12,1,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,149,149,56,42,0,0,0,2,1,853.1,820,423,398,115,302,631,4.20,1.31,.252,149,P,149,853,41,121,75,5,2,.959
62,bal,8437.0,5,9,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,101,95,39,33,0,0,0,1,1,580.1,555,261,246,86,190,417,3.82,1.28,.252,101,P,95,580,26,86,58,2,5,.977
63,bal,8540.0,109,177,8,26,5,0,0,11,4,59,0,0,.147,.168,.175,.344,196,166,56,68,0,2,2,0,0,988.2,997,531,488,126,388,910,4.44,1.40,.262,196,P,166,988,75,199,112,12,7,.940
64,bal,9967.0,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,5,2,2,0,0,0,0,0,36.0,39,14,14,1,11,13,3.50,1.39,.289,9,P,5,36,2,6,4,0,1,1.000
65,bal,9919.0,3,0,0,0,0,0,0,0,1,0,0,0,N/A,1.000,N/A,.000,21,0,1,0,0,0,0,0,0,29.2,25,19,14,3,17,22,4.25,1.42,.223,21,P,0,29,3,5,1,1,0,.800
66,bos,8194.0,19,33,1,7,0,0,0,2,0,13,0,0,.212,.212,.212,.424,258,184,64,74,0,2,13,7,4,1201.0,1181,625,575,97,498,1004,4.31,1.40,.259,258,P,184,1201,103,306,189,14,19,.954
67,bos,8956.0,243,905,116,236,44,17,4,60,75,141,40,16,.261,.322,.360,.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,2B,219,1982,352,966,590,24,117,.975
68,bos,9319.0,318,1195,151,336,65,4,20,132,76,252,13,5,.281,.327,.392,.720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,3B,308,2735,426,1235,778,31,153,.975
69,bos,7996.0,680,2279,328,609,120,30,45,224,196,539,86,41,.267,.331,.405,.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692,LF,568,5134,1344,1387,24,19,4,.986
70,bos,9552.0,197,786,126,229,54,9,23,95,67,113,28,9,.291,.348,.471,.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,2B,191,1702,467,527,51,9,11,.983
71,bos,7631.0,1244,4961,769,1482,339,14,118,588,511,530,127,39,.299,.365,.444,.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241,2B,1221,10738,2164,5647,3433,50,783,.991
72,bos,9237.0,305,945,137,247,43,13,20,99,56,225,21,3,.261,.310,.398,.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262,2B,226,2018,343,1013,636,34,140,.966
73,bos,9292.0,285,1027,139,284,54,12,6,88,90,213,21,3,.277,.335,.370,.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,2B,251,2269,443,892,427,22,84,.975
74,bos,9961.0,65,226,31,62,10,0,13,36,18,57,0,1,.274,.331,.491,.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,1B,55,514,424,477,50,3,50,.994
75,bos,9549.0,84,288,47,79,17,1,5,31,18,77,4,2,.274,.319,.392,.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,C,78,688,570,612,39,3,4,.995
76,bos,5909.0,2257,8103,1340,2303,584,18,503,1641,1239,1664,15,9,.284,.378,.547,.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,1B,265,2157,1978,2164,164,22,177,.990
77,bos,9795.0,90,309,41,81,11,2,7,35,16,60,7,5,.262,.302,.379,.680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,CF,77,703,183,195,7,5,0,.974
78,bos,7488.0,1328,5078,881,1503,315,31,210,707,527,946,267,86,.296,.367,.494,.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268,SS,1258,10849,1781,4771,2830,160,643,.966
79,bos,9338.0,238,700,106,149,41,6,14,83,68,221,13,0,.213,.290,.349,.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,LF,203,1862,520,541,18,3,10,.994
80,bos,8127.0,612,1753,174,447,65,1,27,188,240,237,1,1,.255,.352,.339,.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592,C,511,4657,3943,4213,251,19,36,.995
81,bos,7104.0,1299,4630,731,1274,231,70,108,489,381,626,231,46,.275,.340,.425,.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241,CF,1103,10026,2613,2704,76,15,23,.994
82,bos,8326.0,995,3685,441,1061,217,20,116,509,284,537,11,12,.288,.339,.452,.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971,3B,946,8127,1065,2743,1583,95,153,.965
83,bos,10009.0,25,53,8,12,0,0,1,3,3,19,2,1,.226,.268,.283,.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2B,12,136,7,37,29,1,8,.973
84,bos,7754.0,1118,3590,545,910,191,9,204,577,523,1111,33,21,.253,.355,.482,.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035,1B,947,8394,7009,7631,551,71,355,.991
85,bos,8908.0,103,289,29,56,10,3,13,37,24,126,3,1,.194,.263,.384,.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,LF,75,673,157,162,4,1,2,.994
86,bos,9212.0,78,87,7,15,4,0,0,5,0,25,1,0,.172,.189,.218,.407,103,73,31,22,0,1,2,0,0,461.2,469,216,196,43,171,330,3.82,1.39,.264,103,P,73,461,49,122,64,9,6,.926
87,bos,9180.0,75,209,17,39,5,0,1,8,17,60,0,1,.187,.258,.225,.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,C,59,548,487,532,42,3,6,.994
88,bos,8649.0,534,1831,239,506,107,3,59,296,143,394,11,3,.276,.333,.435,.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,1B,447,3896,2312,2469,151,6,181,.998
89,bos,8742.0,455,1388,192,368,89,1,24,172,160,319,9,5,.265,.358,.383,.740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463,LF,358,3252,784,834,39,11,19,.987
90,bos,8090.0,6,11,0,2,0,0,0,0,0,3,0,0,.182,.182,.182,.364,169,167,73,51,0,0,0,9,6,1028.1,974,485,440,95,362,806,3.85,1.30,.251,169,P,167,1028,123,240,104,13,5,.946
91,bos,8419.0,14,23,0,4,0,0,0,2,0,10,0,0,.174,.174,.174,.348,212,208,85,78,0,0,0,4,3,1245.1,1392,660,607,136,301,804,4.39,1.36,.283,212,P,208,1245,90,256,148,18,15,.930
92,bos,9017.0,102,197,10,29,5,0,1,12,8,52,0,0,.147,.180,.188,.368,138,134,49,46,0,0,0,1,0,832.1,850,388,365,81,260,646,3.95,1.33,.265,138,P,134,832,31,150,113,6,5,.960
93,bos,9234.0,165,377,34,81,11,1,4,40,18,76,4,4,.215,.250,.281,.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,3B,84,863,129,413,270,14,50,.966
94,bos,9367.0,68,157,19,34,8,0,0,7,3,47,0,2,.217,.253,.268,.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,1B,41,385,48,147,94,5,19,.966
95,bos,9370.0,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,26,11,7,5,0,0,0,0,0,107.0,100,54,47,14,40,84,3.95,1.31,.243,26,P,11,107,6,24,17,1,2,.958
96,bos,9546.0,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,21,21,10,6,0,0,0,0,0,121.2,120,55,52,13,37,98,3.85,1.29,.255,21,P,21,121,5,24,17,2,0,.917
